titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description,boxoffice
Juste ciel !,15/02/2023,,86.0,Laurent Tirard, Le Pacte ,"Valérie Bonneton,Camille Chamoux,Claire Nadeau",,,Français,Long-métrage,2022,-,"1,8","2,1",4 articles de presse,3 nominations,"Pour sauver l’EHPAD local qui tombe en ruines, cinq religieuses un peu fofolles sont prêtes à tout. Y compris à participer à une course cycliste, afin d’en remporter le prix. Seul bémol : elles sont nulles à vélo. Et pour ne rien arranger, elles ne sont pas les seules sur le coup…",61 457
Fall,,,107.0,Scott Mann,,"Grace Caroline Currey,Virginia Gardner,Mason Gooding",,,Anglais,Long-métrage,2022,-,"3,2",,62 Critiques Spectateurs,,"Traumatisée par la mort de son mari lors d’un accident de varappe, Becky a perdu goût à la vie. Constamment à la recherche de sensations fortes, son amie Hunter la convainc d’escalader avec elle une tour de télécommunication désaffectée, située en plein désert et mesurant plus de 600 mètres. Mais la structure est vieille et fragile et elles se retrouvent coincées tout en haut de la construction, sans ressources et sous un soleil dévorant… L’expérience ultime ne fait que commencer…",2 512 145
Incroyable mais vrai,15/06/2022,,74.0,Quentin Dupieux, Diaphana Distribution ,"Alain Chabat,Léa Drucker,Benoît Magimel",,,Français,Long-métrage,2022,-,"3,5","2,9",38 articles de presse,,Alain et Marie emménagent dans un pavillon. Une trappe située dans la cave va bouleverser leur existence.,133 330
Kompromat,07/09/2022,Drame,127.0,Jérôme Salle, SND ,"Gilles Lellouche,Joanna Kulig,Louis-Do de Lencquesaing",,,"Français, Russe",Long-métrage,2022,"8,5M€","3,1","3,7",23 articles de presse,,"Russie, 2017. Mathieu Roussel est arrêté et incarcéré sous les yeux de sa fille. Expatrié français, il est victime d’un « kompromat », de faux documents compromettants utilisés par les services secrets russes pour nuire à un ennemi de l’Etat. Menacé d’une peine de prison à vie, il ne lui reste qu’une option : s’évader, et rejoindre la France par ses propres moyens…",205 447
Empire Of Light,01/03/2023,Drame,116.0,Sam Mendes, The Walt Disney Company France ,"Olivia Colman,Micheal Ward,Colin Firth",,"Grande-Bretagne,U.S.A.",Anglais,Long-métrage,2022,-,"3,6","4,0",33 articles de presse,5 nominations,"Hilary est responsable d’un cinéma dans une ville balnéaire anglaise et tente de préserver sa santé mentale fragile. Stephen est un nouvel employé qui n’aspire qu’à quitter cette petite ville de province où chaque jour peut vite se transformer en épreuve. En se rapprochant l’un de l’autre, ils vont apprendre à soigner leurs blessures grâce à la musique, au cinéma et au sentiment d’appartenance à un groupe...",107 051
Pacifiction - Tourment sur les îles,09/11/2022,Espionnage,165.0,Albert Serra, Les Films du Losange ,"Benoît Magimel,Pahoa Mahagafanau,Marc Susini",,"France,Espagne,Portugal,Allemagne",Français,Long-métrage,2022,-,"4,0","2,7",25 articles de presse,5 prix et 15 nominations,"Sur l’île de Tahiti, en Polynésie française, le Haut-Commissaire de la République De Roller, représentant de l’État Français, est un homme de calcul aux manières parfaites. Dans les réceptions officielles comme les établissements interlopes, il prend constamment le pouls d’une population locale d’où la colère peut émerger à tout moment. D’autant plus qu’une rumeur se fait insistante : on aurait aperçu un sous-marin dont la présence fantomatique annoncerait une reprise des essais nucléaires français.",19 015
Astrakan,08/02/2023,,104.0,David Depesseville, New Story ,"Mirko Gianinni,Jehnny Beth,Bastien Bouillon",,,Français,Long-métrage,2022,-,"3,4","3,0",17 articles de presse,,"Samuel est un orphelin de douze ans à l'allure sauvage. ll est placé depuis quelques semaines dans le Morvan chez Marie, Clément et leurs deux garçons. Samuel s'émancipe, découvre les sensations et les troubles de son âge, mais très vite il doit aussi faire face aux secrets de cette nouvelle famille. Jusqu’à ce que, un jour, tout en vienne à se transfigurer.",3 109
Couleurs de l'incendie,09/11/2022,Drame,136.0,Clovis Cornillac, Gaumont Distribution ,"Léa Drucker,Benoît Poelvoorde,Alice Isaaz",,,Français,Long-métrage,2022,-,"3,3","4,0",19 articles de presse,2 nominations,,302 030
L'Éducation d'Ademoka,12/07/2023,Comédie,89.0,Adilkhan Yerzhanov, Destiny Films ,"Adema Yerzhanova,Daniyar Alshinov,Bolat Kalymbetov",Ademoka's Education,"kazakhstan,France",Kazakh,Long-métrage,2022,-,"3,5","3,2",13 articles de presse,,"La jeune Ademoka souhaite aller à l'école mais son statut de Lyuli - sorte de gitan d’Asie Centrale - la destine à la mendicité. Erkin, autrefois écrivain célèbre, aujourd’hui professeur insolite, vient d’être renvoyé de son école. Il va repérer le talent d’Ademoka et décide de la prendre sous son aile, en lui transmettant une éducation.",1 110
Uncharted,16/02/2022,Action,116.0,Ruben Fleischer, Sony Pictures Releasing France ,"Tom Holland,Mark Wahlberg,Sophia Ali",,,Anglais,Long-métrage,2022,-,"2,6","3,3",23 articles de presse,,"Nathan Drake, voleur astucieux et intrépide, est recruté par le chasseur de trésors chevronné Victor « Sully » Sullivan pour retrouver la fortune de Ferdinand Magellan, disparue il y a 500 ans. Ce qui ressemble d’abord à un simple casse devient finalement une course effrénée autour du globe pour s’emparer du trésor avant l’impitoyable Moncada, qui est persuadé que sa famille est l’héritière légitime de cette fortune. Si Nathan et Sully réussissent à déchiffrer les indices et résoudre l’un des plus anciens mystères du monde, ils pourraient rafler la somme de 5 milliards de dollars et peut-être même retrouver le frère de Nathan, disparu depuis longtemps… mais encore faudrait-il qu’ils apprennent à travailler ensemble.",955 650
Ticket To Paradise,05/10/2022,Romance,104.0,Ol Parker, Universal Pictures International France ,"George Clooney,Julia Roberts,Kaitlyn Dever",,,Anglais,Long-métrage,2022,-,"2,6","2,7",25 articles de presse,,Un couple séparé est réuni pour tenter d’empêcher leur fille de commettre la même erreur qu’eux jadis : céder au coup de foudre.,176 153
Terrifier 2,11/01/2023,,138.0,Damien Leone, ESC Films ,"Lauren LaVera,David Howard Thornton,Jenna Kanell",,,Anglais,Long-métrage,2022,-,"3,1","2,6",17 articles de presse,,"Après avoir été ressuscité par une entité sinistre, Art le Clown revient dans la ville de Miles County où il prend pour cible une adolescente et son jeune frère le soir d'Halloween.",34 089
Le Pire voisin au monde,01/02/2023,"Drame,Comédie",127.0,Marc Forster, Sony Pictures Releasing France ,"Tom Hanks,Mariana Treviño,Rachel Keller",A Man Called Otto,"U.S.A.,Suède",Anglais,Long-métrage,2022,-,"2,6","3,7",14 articles de presse,,"LE PIRE VOISIN AU MONDE raconte l’histoire d’Otto Anderson, vieux bougon qui n’a plus aucune raison de vivre depuis la mort de sa femme. Alors qu’il s’apprête à en finir, il est dérangé dans ses plans par une famille, jeune et pleine d’énergie, qui s’installe dans la maison voisine : il fait alors la connaissance de Marisol, douée d’un sacré sens de la répartie, et comprend qu’il a trouvé une adversaire à sa hauteur ! Tandis qu’elle le pousse à porter un autre regard sur la vie, une amitié improbable se noue entre eux qui bouleverse totalement les repères d’Otto…",67 470
Godland,21/12/2022,,143.0,Hlynur Pálmason, Jour2fête ,"Elliott Crosset Hove,Ingvar Eggert Sigurôsson,Victoria Carmen Sonne",Vanskabte Land - Volaða Land,"Danemark,Islande,France,Suède","Islandais, Danois",Long-métrage,2022,-,"4,0","3,6",25 articles de presse,6 nominations,"À la fin du XIXème siècle, un jeune prêtre danois arrive en Islande avec pour mission de construire une église et photographier la population. Mais plus il s’enfonce dans le paysage impitoyable, plus il est livré aux affres de la tentation et du péché.",35 205
The Quiet Girl,12/04/2023,,96.0,Colm Bairéad, ASC Distribution ,"Catherine Clinch,Carrie Crowley,Andrew Bennett",An Cailín Ciúin,,Gaélique,Long-métrage,2022,-,"3,7","4,1",19 articles de presse,3 nominations,"Irlande, 1981, Cáit, une jeune fille effacée et négligée par sa famille, est envoyée vivre auprès de parents éloignés pendant l’été. Mais dans cette maison en apparence sans secret, où elle trouve l’épanouissement et l'affection, Cáit découvre une vérité douloureuse.",31 800
Sonic 2 le film,30/03/2022,"Famille,Aventure",122.0,Jeff Fowler, Paramount Pictures France ,"Jim Carrey,James Marsden,Idris Elba",Sonic The Hedgehog 2,,Anglais,Long-métrage,2022,-,"2,9","3,2",13 articles de presse,,"Bien installé dans la petite ville de Green Hills, Sonic veut maintenant prouver qu’il a l’étoffe d' un véritable héros. Un défi de taille se présente à lui quand le Dr Robotnik refait son apparition. Accompagné de son nouveau complice Knuckles, ils sont en quête d’une émeraude dont le pouvoir permettrait de détruire l’humanité toute entière. Pour s’assurer que l’émeraude ne tombe entre de mauvaises mains, Sonic fait équipe avec Tails. Commence alors un voyage à travers le monde, plein de péripéties.",749 372
Bones and All,23/11/2022,"Epouvante-horreur,Romance",130.0,Luca Guadagnino, Warner Bros. France ,"Timothée Chalamet,Taylor Russell,Mark Rylance",,"Italie,U.S.A.",Anglais,Long-métrage,2022,-,"3,2","3,3",24 articles de presse,1 prix et 4 nominations,"Maren part à la recherche de sa mère et rencontre Lee, un adolescent à la dérive qui va l’embarquer dans un road trip enflammé sur les routes de l’Amérique profonde. Leur amour naissant sera-t-il suffisamment fort pour résister à leurs démons, leur passé et le regard d’une société qui les considère comme des monstres ?",38 761
"Ashkal, l'enquête de Tunis",25/01/2023,"Drame,Policier",92.0,Youssef Chebbi, Jour2fête ,"Fatma Oussaifi,Mohamed Houcine Grayaa,Rami Harrabi",Ashkal,"Tunisie,France,Qatar","Arabe, Français",Long-métrage,2022,-,"3,7","3,1",18 articles de presse,4 nominations,"Dans un des bâtiments des Jardins de Carthage, quartier de Tunis créé par l'ancien régime mais dont la construction a été brutalement stoppée au début de la révolution, deux flics, Fatma et Batal, découvrent un corps calciné. Alors que les chantiers reprennent peu à peu, ils commencent à se pencher sur ce cas mystérieux. Quand un incident similaire se produit, l'enquête prend un tour déconcertant.",12 336
Les Animaux Fantastiques : les Secrets de Dumbledore,13/04/2022,Aventure,142.0,David Yates, Warner Bros. France ,"Eddie Redmayne,Jude Law,Mads Mikkelsen",Fantastic Beasts: The Secrets Of Dumbledore,"U.S.A.,Grande-Bretagne",Anglais,Long-métrage,2022,-,"2,9","3,1",22 articles de presse,,"Le professeur Albus Dumbledore sait que le puissant mage noir Gellert Grindelwald cherche à prendre le contrôle du monde des sorciers. Incapable de l’empêcher d’agir seul, il sollicite le magizoologiste Norbert Dragonneau pour qu’il réunisse des sorciers, des sorcières et un boulanger moldu au sein d’une équipe intrépide. Leur mission des plus périlleuses les amènera à affronter des animaux, anciens et nouveaux, et les disciples de plus en plus nombreux de Grindelwald. Pourtant, dès lors que que les enjeux sont aussi élevés, Dumbledore pourra-t-il encore rester longtemps dans l’ombre ?",1 132 062
About Kim Sohee,05/04/2023,Policier,137.0,July Jung, Arizona Distribution ,"Doona Bae,Kim Si-eun, Choi Hee-jin",Da-eum-so-hee,,Coréen,Long-métrage,2022,-,"3,8","4,1",21 articles de presse,1 prix et 7 nominations,"Kim Sohee est une lycéenne au caractère bien trempé. Pour son stage de fin d’étude, elle intègre un centre d’appel de Korea Telecom. En quelques mois, son moral décline sous le poids de conditions de travail dégradantes et d’objectifs de plus en plus difficiles à tenir. Une suite d’événements suspects survenus au sein de l’entreprise éveille l’attention des autorités locales. En charge de l’enquête, l’inspectrice Yoo-jin est profondément ébranlée par ce qu’elle découvre. Seule, elle remet en cause le système.",29 840
La Conférence,19/04/2023,Historique,108.0,Matti Geschonneck, Condor Distribution ,"Philipp Hochmair,Johannes Allmayer,Maximilian Brückner",Die Wannseekonferenz,,Allemand,Long-métrage,2022,-,"3,4","3,8",17 articles de presse,,"Au matin du 20 janvier 1942, une quinzaine de dignitaires du IIIe Reich se retrouvent dans une villa cossue à Wannsee, conviés par Reinhard Heydrich à une mystérieuse conférence. Ils en découvrent le motif à la dernière minute : ces représentants de la Waffen SS ou du Parti, fonctionnaires des différents ministères, émissaires des provinces conquises, apprennent qu’ils devront s’être mis d’accord avant midi sur un plan d’élimination du peuple juif, appelé Solution Finale. Deux heures durant vont alors se succéder débats, manœuvres et jeux de pouvoir, autour de ce qui fera basculer dans la tragédie des millions de destins.",33 680
Blacklight,23/02/2022,Thriller,108.0,Mark Williams (II), Metropolitan FilmExport ,"Liam Neeson,Aidan Quinn,Taylor John Smith",,"U.S.A.,Chine,Australie",Anglais,Long-métrage,2022,-,"2,3","1,9",13 articles de presse,,"Travis Block intervient pour le compte du FBI lorsque toutes les autres options ont été épuisées. Ses méthodes impliquent souvent la manière forte. Quand on lui ordonne de faire taire un agent qui souhaite révéler à la presse les méthodes du Bureau, il comprend qu’il est devenu le pion d’une terrible machination. Déterminé à faire éclater la vérité, il se lance dans un combat contre ceux avec lesquels il a l’habitude de travailler. Mais lorsque ses adversaires s’attaquent à ses proches, Travis retourne ses méthodes contre ses anciens employeurs et il n‘aura aucune pitié.",83 546
Grosse colère et fantaisies,12/10/2022,Famille,45.0,Célia Tisserant, Cinéma Public Films ,,,"France,Belgique",Français,Long-métrage,2022,-,"3,7","2,5",9 Critiques Spectateurs,,Programme de cinq courts métrages d'animation.,17 473
La Sorcière et le martien,21/06/2023,"Aventure,Science fiction",,Thomas Bardinet, DHR distribution / A Vif Cinemas ,"Yasmine Kherbouche,Kylian Mahamoud,Théodore Dupleix",,,Français,Long-métrage,2022,-,"2,7","1,9",3 articles de presse,,"Myriam, orpheline, apprend qu’elle va changer de famille d’accueil. Elle est souvent moquée pour sa naïveté, mais cette candeur lui permet de voir ce que d’autres ne voient pas : des animaux qui parlent ou même des sorcières bienveillantes qui gardent la forêt surplombant la cité. Elle seule pourrait croire au destin du jeune Bilal qui va rejoindre ses parents scientifiques sur la planète Mars.",45
